Entry,Ref,OLDRS,RANK,RS,RAWQP,QP,RANK2,RS2,RAWQP2,QP2,RANK3,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
2,0000155,,,,,,,,,,,,,,,2021,2016,Classico,Amarone Classico,DOCG,Amarone Della Valpolicella,Zenato,Veneto,4,45-49,Corvina 80% – Rondinella 10% – Croatina 5% – Oseleta 5%,Medaglioni di cervo al balsamico,90,,90,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,,36,botte,oak,"Granato concentrato. L'olfatto è un condensato di aromi: sciroppo di frutti di bosco, liquore alle ciliegie, alloro e genziana, tabacco da sigaro, menta secca e spezie dolci. Un manto sontuoso pervade il palato, tannino fitto e setoso integrato nella solida struttura. Finale minerale, quasi ferroso.",,Italy,,,
1,0000155-1,2.36,90,15,0.31,18,91,15,0.31,15,,,,,3.2,,,Classico,Amarone Classico,DOCG,Amarone Della Valpolicella,Zenato,Veneto,3★-4★,45-49,Corvina – Rondinella – Croatina – Oseleta,Medaglioni di cervo al balsamico,na,,na,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,,36,botte,oak,,,Italy,,,
2,0000156,,,,,,,,,,,,,,,2017,2009,Classico – Riserva,Amarone Classico Riserva Sergio Zenato,DOCG,Amarone Della Valpolicella,Zenato,Veneto,3,85-89,Corvina 80% – Rondinella 10% – Croatina 5% – Oseleta 5%,Brasato di lepre,88,,88,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,16,4+48,appassimento+botte grande,drying+big oak,"Rubino scuro e fitto dai riflessi granato. Intensa sinfonia di profumi: frutta macerata e sotto spirito, mirto, lampone, mora di gelso; poi ciclamino, cannella e noce moscata, note balsamiche di eucalipto e bacche di ginepro. Gradevoli gli spunti terrosi, di tabacco da pipa e cioccolato. Al palato un corpo denso  e voluttuoso, materico e caldo, di elegante sapidità e dal tannino ricco e maturo. Fresco, persiste nel finale proprio per il tannino che non molla la presa e segna le tracce amaricanti conclusive, di castagno e china. ",,Italy,,,
2,0000156,,,,,,,,,,,,,,,2018,2011,Classico – Riserva,Amarone Classico Riserva Sergio Zenato,DOCG,Amarone Della Valpolicella,Zenato,Veneto,4,85-89,Corvina 80% – Rondinella 10% – Croatina 5% – Oseleta 5%,Stracotto di musso,89,,89,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,16,4+48,appassimento+botte grande,drying+big oak,"Granato compatto luminoso dai riflessi rubino, ancora sinonimo di gioventù. Complesso ed elegante il registro olfattivo, con avvolgenti ricordi di confetture scure e frutta sotto spirito, vaniglia e cannella. Seguono tostature di cacao, cioccolato e caffè, mitigate da sbuffi balsamici e mentolati. Assaggio caldo e morbido con freschezza e sapidità intrecciate a un tannino incisivo. Termina con una lunga persistenza dai ricordi di arancia e ciliegia in sciroppo d'acquavite. ",,Italy,,,
2,0000156,,,,,,,,,,,,,,,2019,2012,Classico – Riserva,Amarone Classico Riserva Sergio Zenato,DOCG,Amarone Della Valpolicella,Zenato,Veneto,4,88-92,Corvina 80% – Rondinella 10% – Croatina 5% – Oseleta 5%,Filetto di cervo all'Amarone e mirtilli rossi,89,,89,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,16,4+60,appassimento+botte grande,drying+big oak,"Rubino impenetrabile, dalla trama fitta e densa. Incipit di marasca in confettura e prugna,  poi alloro, carruba, liquirizia, legno di cedro, tabacco, mallo di noce, china e tamarindo. Si delineano ancora toni tostati di caffè e soffusa balsamicità. Delicati ed eleganti i sentori di viola e rosa appassite. Gusto rotondo e pieno, dal tannino potente, in cui il tenore alcolico integra una freschezza di qualità. Assaggio invitante, dal grande potenziale. ",,Italy,,,
2,0000156,,,,,,,,,,,,,,,2020,2013,Classico – Riserva,Amarone Classico Riserva Sergio Zenato,DOCG,Amarone Della Valpolicella,Zenato,Veneto,4,88-92,Corvina 80% – Rondinella 10% – Croatina 5% – Oseleta 5%,Stracotto di musso all'amarone,90,,90,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,16,4+48,appassimento+botte grande,drying+big oak,"Lucente, compatto e impenetrabile rubino dalle sfumature granato. Disegna un quadro olfattivo che spazia dai sentori mentolati ai ricordi  di cuoio, cacao, ribes, mora, ciliegia sotto spirito; non si ferma e libera nuove percezioni aromatiche di spezie piccanti e una traccia ferrosa. Al palato è avvolgente e caldo, con una struttura monumentale, un equilibrio saldo e un fine tannino che accarezza il palato; in chiusura regala ricordi di cacao amaro.",,Italy,,,
2,0000156,,,,,,,,,,,,,,,2022,2015,Classico – Riserva,Amarone Classico Riserva Sergio Zenato,DOCG,Amarone Della Valpolicella,Zenato,Veneto,4,88-92,Corvina 80% – Rondinella 10% – Croatina 5% – Oseleta 5%,Guanciale di manzo in umido con polenta,90,,90,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,16,4+48,appassimento+botte grande,drying+big oak,"Granato impenetrabile, di indiscussa concentrazione cromatica. Si caratterizza  per il nitore di spezie orientali, cioccolatino al liquore, carruba e amaro alle erbe. Di seguito, rosa canina e cannella insieme a scorze di arancia candite, cacao, grafite e tabacco.  La potenza fruttata, il tannino deciso e lo spessore minerale che compongono il sorso lo rendono gustoso e impeccabile, armonico grazie al bilanciamento di tutte le componenti Lungamente persistente.",,Italy,,,
2,0000156,,,,,,,,,,,,,,,2023,2016,Classico – Riserva,Amarone Classico Riserva Sergio Zenato,DOCG,Amarone Della Valpolicella,Zenato,Veneto,4,88-92,Corvina 80% – Rondinella 10% – Croatina 5% – Oseleta 5%,Stracotto di manzo all'Amarone,90,,87,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,16,4+48,appassimento+botte grande,drying+big oak,,,Italy,,,
1,000156-1,5.34,32,34,0.37,21,32,34,0.37,18,,,,,3.8,,,Classico – Riserva,Amarone Classico Riserva Sergio Zenato,DOCG,Amarone Della Valpolicella,Zenato,Veneto,3★-4★,88-92,Corvina 80% – Rondinella 10% – Croatina 5% – Oseleta 5%,Brasato di lepre – Stracotto di musso – Filetto di cervo all'Amarone e mirtilli rossi – Stracotto di musso all'amarone – Guanciale di manzo in umido con polenta – Stracotto di manzo all'Amarone,89.3,0★,88.8,nd,nd,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,16k,4+48,appassimento+botte grande,drying+big oak,,,Italy,,,
2,0000158,,,,,,,,,,,,,,,2019,2010,,Amarone Barriques,DOCG,Amarone Della Valpolicella,Zeni,Veneto,3,35-39,Corvina 60% – Corvinone 20% – Rondinella 20%,Fagiano allo scorzone,87,,87,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,10,-,-,-,"Rosso rubino vivace e di buona consistenza Invitante all'olfatto con iniziali note di marasche sotto spirito, prugna appassita e cacao. Sì arricchisce poi delle tonalità più scure, date dai sentori di tostatura, insieme alle spezie e alle sensazioni mentolate. Vivo e intenso al palato, mostra una scorrevole freschezza, con lunghi riverberi di frutta e raffinate percezioni minerali",,Italy,,,
2,0000158,,,,,,,,,,,,,,,2020,2015,,Amarone Barriques,DOCG,Amarone Della Valpolicella,Zeni,Veneto,3,45-49,Corvina 50% – Corvinone 30% – Rondinella 20%,nd,87,,87,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,10,-,-,-,,,Italy,,,
1,0000158-1,0.68,175,4,0.09,5,177,4,0.09,4,,,,,3.0,,,,Amarone Barriques,DOCG,Amarone Della Valpolicella,Zeni,Veneto,3★,45-49,Corvina – Corvinone – Rondinella,Fagiano allo scorzone,na,,na,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,10,?,-,-,,,Italy,,,
2,0000159,,,,,,,,,,,,,,,2022,2015,Classico,Amarone Classico Nino Zeni,DOCG,Amarone Della Valpolicella,Zeni,Veneto,3,144-168,Corvina 50% – Corvinone 40% – Rondinella 10%,Sella di cervo ai mirtilli,87,,88,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,2,5+60,appassimento+botte piccola/grande,drying+small oak/medium oak,"Rosso granato compatto. All'olfatto propone un gioco di equilibri, tra profumi suadenti di confettura di prugne e amarene, vaniglia e cacao zuccherato e sensazioni più cupe di chinotto, ginepro, radice di liquirizia e corteccia di pino. Al palato è ricco, caldo e avvolgente, bilanciato dallo slancio di freschezza e dal tannino fitto ma levigato.",,Italy,,,
2,0000159,,,,,,,,,,,,,,,2023,2016,Classico,Amarone Classico Nino Zeni,DOCG,Amarone Della Valpolicella,Zeni,Veneto,3,144-168,Corvina 50% – Corvinone 40% – Rondinella 10%,Bocconcini di cinghiale alle prugne,87,,88,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,2,5+60,appassimento+botte piccola/grande,drying+small oak/medium oak,"Granato lucente, Profumi affascinanti, tra spunti di amarena sotto spirito, confettura di more, pot-pourri, tabacco e vaniglia. CI sono anche note balsamiche e di macchia, Ricco e strutturato, pur mantenendo un incedere composto derivante dalla freschezza e dal tannino ben presenti. Molto lungo.  ",,Italy,,,
1,000159-1,0.68,175,4,0.03,2,177,4,0.03,1,,,,,3.0,,,Classico,Amarone Classico Nino Zeni,DOCG,Amarone Della Valpolicella,Zeni,Veneto,3★,144-168,Corvina 50% – Corvinone 40% – Rondinella 10%,Sella di cervo ai mirtilli – Bocconcini di cinghiale alle prugne,87.0,0★,88.0,nd,nd,Veneto Valpolicella,,Rosso fermo,Red Wine,16,2k,5+60,appassimento+botte piccola/grande,drying+small oak/medium oak,,,Italy,,,
2,0000157,,,,,,,,,,,,,,,2017,2012,Classico,Amarone Classico Vigne Alte,DOCG,Amarone Della Valpolicella,Zeni,Veneto,3,30-34,Corvina 70% – Rondinella 20% – Molinara 10%,nd,86,,86,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15.5,50,3+36,appassimento+botte grande,drying+big oak,,,Italy,,,
2,0000157,,,,,,,,,,,,,,,2020,2015,Classico,Amarone Classico Vigne Alte,DOCG,Amarone Della Valpolicella,Zeni,Veneto,3,30-34,Corvina 40% – Corvinone 40% – Rondinella 20%,Monte veronese stagionato,87,,87,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15.5,50,3+36,appassimento+botte grande,drying+big oak,"Rosso granato classico. Affascina con nuance di confettura di more, prugna disidratata, peonia, terriccio smosso ed eucalipto; poi spezie dolci e un tappeto di tostature. Sorso rotondo, la cui morbidezza è incalzata da tannino serrato e buona freschezza; in  seguito prevale la sapidità, che introduce una persistenza estesa e fruttata.",,Italy,,,
2,0000157,,,,,,,,,,,,,,,2021,2016,Classico,Amarone Classico Vigne Alte,DOCG,Amarone Della Valpolicella,Zeni,Veneto,3,30-34,Corvina 40% – Corvinone 40% – Rondinella 20%,Carrè di maiale affumicato,87,,87,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15.5,50,3+36,appassimento+botte grande,drying+big oak,"Rosso granato di buona consistenza. Sfilano riconoscimenti di mora, prugna e amarena in confettura, a braccetto con eucalipto, china e rabarbaro; poi pot-pourri di viola e rosa, peonia e geranio, con sfumature di cacao, pepe e cannella. Al gusto dispiega potenza e rotondità; ottimo equilibrio con tannino vivo ed elegante. Poi emerge la sapidità che sostiene una lunga progressione dai ritorni fruttati.",,Italy,,,
2,0000157,,,,,,,,,,,,,,,2022,2017,Classico,Amarone Classico Vigne Alte,DOCG,Amarone Della Valpolicella,Zeni,Veneto,3,30-34,Corvina 40% – Corvinone 40% – Rondinella 20%,nd,88,,88,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15.5,50,3+36,appassimento+botte grande,drying+big oak,,,Italy,,,
1,0000157-1,1.35,125,9,0.27,15,126,9,0.27,13,,,,,3.0,,,Classico,Amarone Classico Vigne Alte,DOCG,Amarone Della Valpolicella,Zeni,Veneto,3★,30-34,Corvina – Corvinone – Rondinella – Molinara,Monte veronese stagionato – Carrè di maiale affumicato,na,,na,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15.5,50,3+36,appassimento+botte grande,drying+big oak,,,Italy,,,
2,0000196,,,,,,,,,,,,,,,2018,2013,,Amarone,DOCG,Amarone Della Valpolicella,Zonin 1821,Veneto,3,35-39,Corvina 90% – Corvinone 5% – Rondinella 5%,Black angus con cheddar bacon e anelli di cipolla fritti,87,,87,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15,nd,24,botte grande,big oak,"Granato acceso e impenetrabile. All'olfatto emergono ricordi di ciliegie in confettura e rose essiccate. In seconda battuta compaiono suggestioni più evolute che rimandano al cioccolatino fondente, alla vaniglia, al cuoio, alla liquirizia, con un finale speziato di chiodi di garofano. L'ingresso al palato è morbido e intenso allo stesso tempo; gli si affiancano e contrappongono evidenti doti di freschezza e sapidità, il tutto in un pregevole equilibrio tra le parti. ",,Italy,,,
1,0000196-1,0.34,192,2,0.06,3,195,2,0.06,3,,,,,3.0,,,,Amarone,DOCG,Amarone Della Valpolicella,Zonin 1821,Veneto,3★,35-39,Corvina 90% – Corvinone 5% – Rondinella 5%,Black angus con cheddar bacon e anelli di cipolla fritti,na,,na,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15,nd,24,botte grande,big oak,,,Italy,,,
2,0000160,,,,,,,,,,,,,,,2018,2009,Classico,Amarone Classico,DOCG,Amarone Della Valpolicella,Zyme,Veneto,4,90-94,Corvina 40% – Corvinone 30% – Rondinella 15% – Oseleta 10% – Croatina 5%,Taglia di cervo al ginepro,90,,90,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15.5,5,3+60,appassimento+botte grande,drying+big oak,"Veste rubino intenso tendente al granato, lento nel bicchiere. Incipit di grande impatto, concentrato nei profumi di ciliegia e durone sotto spirito, poi prugna e ribes, pepe nero e cannella. Aromi di viola, geranio e rosa canina, sentori balsamici e minerali completano l'ampio quadro olfattivo. Sulle papille si fa sentire un tannino ben delineato, supportato da una delicata freschezza. Lunga persistenza e finale dai ricordi speziati.",,Italy,,,
2,0000160,,,,,,,,,,,,,,,2020,2011,Classico,Amarone Classico,DOCG,Amarone Della Valpolicella,Zyme,Veneto,3,90-94,Corvina 40% – Corvinone 30% – Rondinella 15% – Oseleta 10% – Croatina 5%,Brasato di manzo al curry,87,,87,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15.5,6,3+60,appassimento+botte grande,drying+big oak,"Rosso rubino lucido, vivo e intenso. Elegante profilo balsamico di liquirizia, genziana e anice, con tessitura profonda di vaniglia, cardamomo, carruba, chiodi di garofano, scatola di sigari, cioccolato, cuoio e incenso. Sorso agilissimo  e dal tannino di seta. La continua evoluzione  di aromi finissimi regala una persistenza memorabile. ",,Italy,,,
2,0000160,,,,,,,,,,,,,,,2018,2013,Classico,Amarone Classico,DOCG,Amarone Della Valpolicella,Zyme,Veneto,3,90-94,Corvina 40% – Corvinone 30% – Rondinella 15% – Oseleta 10% – Croatina 5%,Maialino da latte al forno,88,,88,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15.5,6,3+60,appassimento+botte grande,drying+big oak,"Rubino dai riflessi granato. Olfatto tratteggiato da erbe aromatiche, caffè, polvere d'orzo, cioccolato fondente, timo, genziana, bacche  di ginepro, rosmarino e lavanda, confettura di ribes nero e mora. Grande equilibrio al palato, di struttura, dotato di morbidezza e deciso guizzo fresco; finale legato a grafite e legno di cedro.",,Italy,,,
2,0000160,,,,,,,,,,,,,,,2020,2015,Classico,Amarone Classico,DOCG,Amarone Della Valpolicella,Zyme,Veneto,4,90-94,Corvina 40% – Corvinone 30% – Rondinella 15% – Oseleta 10% – Croatina 5%,Tordi in salmì,90,,90,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15.5,6,3+48,appassimento+botte grande,drying+big oak,"Granato lucente dalle sfumature ancora rubino. Bouquet di grande finezza: confettura di more, rabarbaro, liquirizia, fungo e fogliame sono inseguiti da pepe nero, tabacco e vaniglia all'interno di volute balsamiche. Al palato prima avvolge con la morbidezza del velluto, poi scatta il carattere deciso del tannino. Persistenza molto estesa, limpida e definita da impronte di frutta e china. ",,Italy,,,
2,0000160,,,,,,,,,,,,,,,2021,2016,Classico,Amarone Classico,DOCG,Amarone Della Valpolicella,Zyme,Veneto,5,90-94,Corvina 40% – Corvinone 30% – Rondinella 15% – Oseleta 10% – Croatina 5%,Brasato di angus,92,,92,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15.5,6,3+60,appassimento+botte grande,drying+big oak,"Granato. Un tocco di humus si fa subito da parte per note di marasca e mora, fresche e in confettura. Poi lavanda e violetta, erbe aromatiche secche, caffè, cioccolato e liquirizia su tappeto balsamico. Ampio, gentile, importante, setoso, ma anche fresco e ben vispo, di grande armonia. ",,Italy,,,
1,0000160-1,5.66,30,36,0.39,22,30,36,0.39,18,,,,,3.8,,,Classico,Amarone Classico,DOCG,Amarone Della Valpolicella,Zyme,Veneto,3★-5★,90-94,Corvina 40% – Corvinone 30% – Rondinella 15% – Oseleta 10% – Croatina 5%,Taglia di cervo al ginepro – Brasato di manzo al curry – Maialino da latte al forno – Tordi in salmì – Brasato di angus,na,,na,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15.5,6,100 giorni di appassimento + 48-60 mesi in botte grande,appassimento+botte grande,drying+big oak,,,Italy,,,
2,0000161,,,,,,,,,,,,,,,2021,2004,Riserva,Amarone Riserva La Mattonara,DOCG,Amarone Della Valpolicella,Zyme,Veneto,5,200-249,Corvina 40% – Corvinone 40% – Rondinella 15% – Altri,Sella di lepre con castagne e mirtilli,94,,94,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,,108,botte grande,big oak,,,Italy,,,
2,0000161,,,,,,,,,,,,,,,2022,2006,Riserva,Amarone Riserva La Mattonara,DOCG,Amarone Della Valpolicella,Zyme,Veneto,5,200-249,Corvina 40% – Corvinone 40% – Rondinella 15% – Altri,Filetto di manzo ai porcini,93,,93,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,,108,botte grande,big oak,,,Italy,,,
2,0000161,,,,,,,,,,,,,,,2022,2008,Riserva,Amarone Riserva La Mattonara,DOCG,Amarone Della Valpolicella,Zyme,Veneto,5,200-249,Corvina 40% – Corvinone 40% – Rondinella 15% – Altri,Controfiletto di cervo ,94,,94,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,,108,botte grande,big oak,,,Italy,,,
1,0000161-1,8.95,5,56,0.25,14,5,56,0.25,12,,,,,5.0,,,Riserva,Amarone Riserva La Mattonara,DOCG,Amarone Della Valpolicella,Zyme,Veneto,5★,200-249,Corvina 40% – Corvinone 40% – Rondinella 15% – Altri,Sella di lepre con castagne e mirtilli – Filetto di manzo ai porcini – Controfiletto di cervo ,na,,na,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,,108 mesi in botte grande,botte grande,big oak,,,Italy,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0004990,,,,,,,,,,,,,,,2017,2016,,Valpolicella,DOC,Valpolicella,Brigaldara,Veneto,3,7-11,Corvina 40% – Corvinone 35% – Rondinella 20% – Altri,nd,85,3,85,,na,Veneto Valpolicella,,Rosso fermo,Red Wine,13,100,6,acciaio,steel,,,Italy,,,
2,0004990,,,,,,,,,,,,,,,2018,2017,,Valpolicella,DOC,Valpolicella,Brigaldara,Veneto,2,7-11,Corvina 40% – Corvinone 35% – Rondinella 20% – Altri,nd,84,2,84,,na,Veneto Valpolicella,,Rosso fermo,Red Wine,12.5,80,6,acciaio,steel,,,Italy,,,
2,0004990,,,,,,,,,,,,,,,2019,2018,,Valpolicella,DOC,Valpolicella,Brigaldara,Veneto,2,7-11,Corvina 40% – Corvinone 35% – Rondinella 20% – Altri,nd,84,2,84,,na,Veneto Valpolicella,,Rosso fermo,Red Wine,12.5,80,6,acciaio,steel,,,Italy,,,
2,0004990,,,,,,,,,,,,,,,2020,2019,,Valpolicella,DOC,Valpolicella,Brigaldara,Veneto,3,8-12,Corvina 40% – Corvinone 35% – Rondinella 20% – Altri,nd,85,3,85,,na,Veneto Valpolicella,,Rosso fermo,Red Wine,13,80,6,acciaio,steel,,,Italy,,,
2,0004990,,,,,,,,,,,,,,,2021,2020,,Valpolicella,DOC,Valpolicella,Brigaldara,Veneto,2,8-12,Corvina 40% – Corvinone 35% – Rondinella 20% – Altri,nd,84,2,84,,na,Veneto Valpolicella,,Rosso fermo,Red Wine,13,80,6,acciaio,steel,,,Italy,,,
2,0004990,,,,,,,,,,,,,,,2023,2021,,Valpolicella,DOC,Valpolicella,Brigaldara,Veneto,2,8-12,Corvina 40% – Corvinone 35% – Rondinella 20% – Altri,nd,82,2,82,,na,Veneto Valpolicella,,Rosso fermo,Red Wine,13,80,6,acciaio,steel,,,Italy,,,
1,0004990-1,0.80,72,14,1.42,24,176,5,0.50,24,,,,,2.2,,,,Valpolicella,DOC,Valpolicella,Brigaldara,Veneto,2★-3★,8-12,Corvina 40% – Corvinone 35% – Rondinella 20% – Altri,nd,83.8,2★-3★,83.8,nd,nd,Veneto Valpolicella,,Rosso fermo,Red Wine,13,80k,6,acciaio,steel,,,Italy,,,
